Timestamp	10.5.0.115x	y	Distance to master	10.5.11.225x	y	Distance to master	Detect Position x	y
1706868603698	1.268133591621294	-0.1594517039895536	2.2509170722455285	3.0709558133423336	1.1819542618192902	0.20870786097968042
1706868604313	1.3858280187830365	0.2083513269623616	2.250854083633504	3.0689172724354474	1.332132053426831	-0.16442078683066796
1706868604485	1.4121959042965326	0.29916952208539194	2.251000067755963	3.0688204148531266	1.3677159795952507	-0.259721740467433
1706868604901	1.5253593538709256	0.5356155229356004	2.251409825388893	3.0692438459970246	1.4925714699109505	-0.4422205925117255
1706868605313	1.7023592190956003	0.7474403037360652	2.2507845513570683	3.0700236348233867	1.6707826675736412	-0.658785861077571
1706868605867	1.7753028268399447	1.0300380432087441	2.249590002567614	3.0704092343509846	1.7758785270103967	-0.9696556601424795
1706868606078	1.7766364919152229	1.1821342706680298	2.2495624215818313	3.0704312436140047	1.7789025415979856	-1.1331655944461743
1706868606481	1.7758445419916293	1.441499902303949	2.249169770236517	3.070118190336463	1.8394209044263135	-1.3643273720676796
1706868606693	1.7955982888617166	1.5637261896598629	2.2497017752737745	3.0695774681508716	1.9250694521776008	-1.4658522958732045
1706868607073	1.8804231562565283	1.7758988989997155	2.249008134357788	3.058578802854751	2.0560426984712827	-1.7040662758499017
1706868607277	1.9303486851072802	1.8814543202980278	2.2458328789067643	3.0401197791935677	2.877013807450377	-1.8666974153362925
1706868607865	2.0354151927249533	2.1571893557696273	2.241494075430449	3.0190636325263025	
1706868608300	2.059704289531076	2.2970322173162803	2.2369052285777515	3.020933510360253	2.0278542463021987	-2.2566819273834793
1706868608686	2.1165204445521035	2.2971180544959173	2.2371928889141453	3.021633771445586	2.0670805996038855	-2.2926901301593543
1706868608908	2.153884046319602	2.2455371554922943	2.2403699892890563	3.0228248665943385	2.0995163437831694	-2.2564405512480556
1706868609489	2.187612562049371	1.9846847496748785	2.2455187544640327	3.0246252377924088	2.193159015709793	-2.0361920205851023
1706868609651	2.1892238208458283	1.9111104784565167	2.2457130719510703	3.025229931799535	2.2250487009138578	-1.9901788889061982
1706868610057	2.215481970273279	1.7577424675174917	2.243571433240937	3.0280924557712057	2.407532611440343	-1.902259450867878
1706868610640	2.31755473784038	1.497318035364151	2.2401650150352483	3.032309009588253	2.4465826022154653	-1.7347616591955868
1706868610785	2.313703809465681	1.4429144223531087	2.239802426581363	3.032936977189355	2.4505605538726813	-1.645010499258649
1706868611098	2.2448815323172893	1.3299380157603022	2.240859582832577	3.034500945197265	2.358134480323117	-1.497222853299903
1706868611456	2.0772537894660448	1.2072729053836184	2.2421953980386604	3.0347880717626037	2.173628878669329	-1.3402756651744723
1706868611671	1.9764959812164307	1.1411830858750778	2.242746675529749	3.0343321314438607	2.122911373919048	-1.274360444695116
1706868612265	1.702346058162916	0.9285586219117314	2.2407254704162387	3.036893711179189	1.8902481979994439	-1.0296787671627985
1706868612473	1.6068636228806996	0.8729419347434538	2.236764122181324	3.0424338556157697	1.7983908093196743	-0.953553787884752
1706868612922	1.4001189470291138	0.780376136302948	2.233518468930334	3.0490306802848317	1.6339912783137287	-0.8924094111075069
1706868613060	1.3183113494009342	0.7940318426995907	2.233170950277968	3.0512694862379353	1.511830644501707	-0.8942685786374238
1706868613532	1.0599456711214073	0.8008143472518185	2.2315752884996978	3.0532971081018734	1.2648591739014454	-0.9347356800857736
1706868613668	0.9950002631190505	0.7850804252256535	2.2306666624463203	3.052713249353793	1.1789158611011306	-0.9214804387404185
1706868613941	0.864631907349614	0.7534968905701898	2.2292918157887263	3.0519357744008455	1.0761531509331859	-0.8842823654084777
1706868614311	0.6738533021333133	0.5779452323913574	2.2300716945033496	3.050194053817734	0.850234096983228	-0.730468030838199
1706868614660	0.5421603706624637	0.4345050703130835	2.230827548519744	3.049444106504459	0.6815044083534425	-0.6139184109653548
1706868614875	0.4336673683590359	0.3620670388636502	2.231986611746059	3.049072165961484	0.5832539315677723	-0.5595982613499364
1706868615284	0.2057681878407796	0.23511262630941857	2.2326272402926035	3.049170737080585	0.325224860240227	-0.4427078575239376
1706868615552	0.10772477735725927	0.12490304088123806	2.232159509068252	3.048837502631256	0.2521326871684959	-0.38113621114393936
1706868615697	0.059404829962992345	0.06278484589267225	2.2317219540519226	3.0485257671786576	0.1825628573050273	-0.296989376332212
1706868616001	-0.02388308481633207	-0.12905056788834907	2.2320089395416964	3.0494005511298554	0.11906917501221725	-0.17282448297445585
1706868616285	-0.05468482458736838	-0.29733749424538963	2.233126623997621	3.0490999276640354	
1706868616487	-0.046062242875738846	-0.4010424352273708	2.2341694903621288	3.048553617287791	-0.004923718991403536	0.156957434129966
1706868616934	-0.06457434904265713	-0.5958092698416153	2.235185271340262	3.0475663145126175	-0.03178544205716127	0.2742587302377597
1706868617289	-0.07106255897813557	-0.7470259540959409	2.2355890649905144	3.0465561931845464	-0.04785061759712894	0.447321028843473
1706868617883	0.10490640182780404	-0.9452720829564282	2.2357590893958554	3.0454466776400455	0.10619435242836683	0.6109528540020168
1706868618172	0.25202895278985404	-0.9371283556125602	2.235610480994451	3.0452050685829004	0.21194963834232672	0.6663581945562349
1706868618494	0.41053759470125856	-0.9011243274625467	2.2366851308166296	3.044386374019357	0.33385085749671806	0.750398767578714
1706868618731	0.5272038932509568	-0.8746244682341205	2.237041480034326	3.044344731132157	0.35286413099765435	0.8075736020409736
1706868619062	0.6837586634434186	-0.8009624534214919	2.2371520537873995	3.0435055603559484	0.5372018869392785	0.8062521104963123
1706868619316	0.817808869939584	-0.7701367768817223	2.2366859161678945	3.0423354071184106	0.664650013550276	0.7859156187113832
1706868619683	0.943209144013438	-0.6538394473085356	2.2363135434531314	3.0410317082267126	0.8067029787320137	0.696878943724716
1706868619875	0.9984323337896546	-0.5556521762662859	2.236288633757267	3.040184014809224	0.8743917000416976	0.6129905935732105
1706868620261	1.1152672445120877	-0.35852056762127027	2.23649095802794	3.0388712268026854	1.0107907364875388	0.37056492529061336
1706868620542	1.2127574018827856	-0.2155813096116667	2.236178355239227	3.0391131302790226	1.0657283592400333	0.2896140714744342
1706868620680	1.260635130413591	-0.14538338219058022	2.236145543133727	3.039553983254635	1.148550494608458	0.2044180806165885
